,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Time-stamp
13,5994,Shiba Inu,SHIB,shiba-inu,495,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589543169114352.9,589608956999151.5,,14,,,,2023-03-26T23:59:00.000Z,1.0622385199789831e-05,124786850.04331277,-9.6068,-0.10774757,1.0740998,-3.01672659,-15.3543564,-8.8066458,27.7595735,6262354634.237495,0.5367,6263053458.49,,2023-03-26T23:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-27 00:01:13.241455
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91098357595.5109,91098363774.84929,,15,71659659264.0,4601713367.730653,,2023-03-26T23:59:00.000Z,0.06421623288463552,198798456.6353997,-6.3641,-0.37428613,0.77420193,-3.82271237,-5.35808327,3.83838843,17.71670852,5849993346.761132,0.5015,5849993743.57,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:13.241455
0,1,Bitcoin,BTC,bitcoin,10121,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19329131.0,19329131.0,,1,,,,2023-03-26T23:59:00.000Z,27994.32951422271,13878363191.950117,3.7014,-0.27868737,1.81715935,-0.15815809,20.67495331,21.0939503,65.45302517,541106062437.57715,46.3904,587880919798.68,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
1,1027,Ethereum,ETH,ethereum,6639,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-26T23:59:00.000Z,1775.67675039735,6990313307.24827,5.6847,-0.11405329,1.8300613,-0.55443334,10.4020383,10.17339358,44.71995823,217296429099.18317,18.628,217296429099.18,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
2,825,Tether,USDT,tether,50191,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291662.57704,83091735571.98807,,3,,,,2023-03-26T23:59:00.000Z,1.0008931913406522,21431041961.937378,-4.9392,0.01728415,0.00447721,-0.21078075,0.08229922,0.07176025,0.08981681,79092873689.20856,6.7808,83165952390.68,,2023-03-26T23:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-27 00:01:14.056423
3,1839,BNB,BNB,bnb,1231,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889545.9579814,159979963.59042934,,4,,,,2023-03-26T23:59:00.000Z,328.8879903551823,363216135.78771514,-17.2746,-0.0203146,1.92607653,-2.40081952,8.88393989,7.02238577,34.68071095,51927975468.2127,4.4502,52615488722.35,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
4,3408,USD Coin,USDC,usd-coin,11164,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33883082551.477314,33883082551.477314,,5,,,,2023-03-26T23:59:00.000Z,0.999884658818244,3302521189.3250484,-9.0435,0.00847388,0.01488511,0.00397555,-0.01601495,-0.01777289,-0.02181047,33879174436.69429,2.9031,33879174436.69,,2023-03-26T23:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-27 00:01:14.056423
5,52,XRP,XRP,xrp,908,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-26T23:59:00.000Z,0.4488171296050623,1090501587.742722,-40.4997,-0.43063785,0.92208013,15.53611363,18.58515924,7.45151132,22.72059438,22867642500.52758,1.9597,44881712960.51,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
6,2010,Cardano,ADA,cardano,746,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34731014773.558,35626240479.45,,7,,,,2023-03-26T23:59:00.000Z,0.35624543974083417,219918828.25673246,3.9998,-0.14581084,1.20730432,2.95823318,-2.6170835,-4.59672266,34.28160888,12372765630.651577,1.0607,16031044788.34,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
7,3890,Polygon,MATIC,polygon,634,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9080469069.28493,10000000000.0,,8,,,,2023-03-26T23:59:00.000Z,1.1055984225221247,274232223.70717263,-12.5716,-0.31619887,2.44572189,-5.4201158,-12.6669769,11.26938527,35.90361392,10039352278.762363,0.8606,11055984225.22,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
8,74,Dogecoin,DOGE,dogecoin,667,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-26T23:59:00.000Z,0.07441728832771533,228916506.36390367,-20.1912,-0.10856074,0.50382455,-0.52872415,-8.01375417,-14.06183898,-1.80191338,9872998519.56358,0.8464,9872998519.56,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
9,5426,Solana,SOL,solana,449,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383900328.22964156,539312704.8875339,,10,,,,2023-03-26T23:59:00.000Z,20.97551862132118,226663967.9984801,-16.9576,-0.30479404,2.58659976,-4.236258,-9.0119018,-14.63457855,85.5155232,8052508483.512159,0.6904,11312363684.08,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
10,4687,Binance USD,BUSD,binance-usd,6478,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8024348810.993376,8024348810.993376,,11,,,,2023-03-26T23:59:00.000Z,0.999928791260787,2623950442.964033,-7.3866,0.00919205,0.03402966,-0.00673109,-0.03715024,-0.02802293,-0.03181576,8023777407.23154,0.6876,8023777407.23,,2023-03-26T23:59:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-27 00:01:14.056423
11,6636,Polkadot,DOT,polkadot-new,487,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1170568961.9070055,1296992632.2121854,,12,904869778.0,5476317725.669325,,2023-03-26T23:59:00.000Z,6.05205064730245,107617551.86531661,-7.3875,-0.11265725,2.42682806,-6.46204455,-8.50219944,-5.52624767,32.37066473,7084342643.62145,0.6073,7849465099.33,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
12,2,Litecoin,LTC,litecoin,895,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72569839.3221777,84000000.0,,13,,,,2023-03-26T23:59:00.000Z,93.52519508492703,489851736.64773846,-0.824,-0.84111523,2.12275636,10.76446724,2.15181487,4.63653868,32.31312937,6787108379.888478,0.5819,7856116387.13,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
13,5994,Shiba Inu,SHIB,shiba-inu,495,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589543169114352.9,589608956999151.5,,14,,,,2023-03-26T23:59:00.000Z,1.0622385199789831e-05,124786850.04331277,-9.6068,-0.10774757,1.0740998,-3.01672659,-15.3543564,-8.8066458,27.7595735,6262354634.237495,0.5367,6263053458.49,,2023-03-26T23:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-27 00:01:14.056423
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91098357595.5109,91098363774.84929,,15,71659659264.0,4601713367.730653,,2023-03-26T23:59:00.000Z,0.06421623288463552,198798456.6353997,-6.3641,-0.37428613,0.77420193,-3.82271237,-5.35808327,3.83838843,17.71670852,5849993346.761132,0.5015,5849993743.57,,2023-03-26T23:59:00.000Z,,,,,,2023-03-27 00:01:14.056423
0,1,Bitcoin,BTC,bitcoin,10121,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19329131.0,19329131.0,,1,,,,2023-03-27T00:00:00.000Z,27994.067923252504,13879423277.07299,3.7235,-0.22761852,1.81318227,-0.16951241,20.66343131,21.1394827,65.45650079,541101006111.44556,46.39,587875426388.3,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
1,1027,Ethereum,ETH,ethereum,6639,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-27T00:00:00.000Z,1775.481331405621,6991015634.348124,5.6967,-0.08869982,1.814339,-0.5564509,10.37031684,10.20435076,44.70252613,217272514921.6329,18.626,217272514921.63,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
2,825,Tether,USDT,tether,50191,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291662.57704,83091735571.98807,,3,,,,2023-03-27T00:00:00.000Z,1.0007235389319558,21433035599.24468,-4.9212,0.02879384,-0.01803576,-0.23165359,0.06517518,0.053014,0.07598565,79079467367.08728,6.7797,83151855677.6,,2023-03-27T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-27 00:02:14.832892
3,1839,BNB,BNB,bnb,1231,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889545.9579814,159979963.59042934,,4,,,,2023-03-27T00:00:00.000Z,328.90447296351516,363280876.69979006,-17.2558,-0.00050264,1.94272991,-2.40250334,8.87263078,7.10137429,34.68505018,51930577899.75858,4.4504,52618125609.43,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
4,3408,USD Coin,USDC,usd-coin,11164,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33883082551.477314,33883082551.477314,,5,,,,2023-03-27T00:00:00.000Z,0.9997467936424893,3302634566.843505,-9.0406,0.0074943,-0.00456499,-0.02066232,-0.03090807,-0.02817448,-0.03567777,33874503139.56322,2.9039,33874503139.56,,2023-03-27T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-27 00:02:14.832892
5,52,XRP,XRP,xrp,908,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-27T00:00:00.000Z,0.44884079790949194,1090375575.9836743,-40.5082,-0.41706205,0.93684583,15.56926966,18.58176007,7.48775268,22.72518934,22868848422.246223,1.9598,44884079790.95,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
6,2010,Cardano,ADA,cardano,746,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34731014773.558,35626240479.45,,7,,,,2023-03-27T00:00:00.000Z,0.3562532263441422,219935338.7347359,4.018,-0.1403394,1.20814009,2.97518108,-2.62156347,-4.56313867,34.27998753,12373036067.286104,1.0608,16031395185.49,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
7,3890,Polygon,MATIC,polygon,634,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9080469069.28493,10000000000.0,,8,,,,2023-03-27T00:00:00.000Z,1.1056611033827544,274267502.8395462,-12.579,-0.29956915,2.45519711,-5.42944702,-12.66585412,11.33672097,35.90756344,10039921450.378548,0.8607,11056611033.83,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
8,74,Dogecoin,DOGE,dogecoin,667,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-27T00:00:00.000Z,0.0744258761875563,228937175.44993648,-20.1749,-0.11518641,0.5002128,-0.51003942,-8.01916191,-14.02694097,-1.76455272,9874137877.492382,0.8465,9874137877.49,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
9,5426,Solana,SOL,solana,449,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383900328.22964156,539312704.8875339,,10,,,,2023-03-27T00:00:00.000Z,20.97608638115005,226686073.6247329,-16.947,-0.299001,2.60176137,-4.2389506,-9.03238268,-14.59734133,85.4784263,8052726446.696818,0.6904,11312669884.17,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
10,4687,Binance USD,BUSD,binance-usd,6478,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8024348810.993376,8024348810.993376,,11,,,,2023-03-27T00:00:00.000Z,0.9999626501451309,2624311343.844256,-7.3707,0.04810693,0.03342835,-0.02041847,-0.03388243,-0.00491126,-0.02270079,8024049102.729866,0.6876,8024049102.73,,2023-03-27T00:00:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-27 00:02:14.832892
11,6636,Polkadot,DOT,polkadot-new,487,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1170568961.9070055,1296992632.2121854,,12,904869778.0,5476353684.327383,,2023-03-27T00:00:00.000Z,6.052090386344391,107619270.32508732,-7.3946,-0.1039339,2.42077896,-6.44436634,-8.50501485,-5.48296222,32.37322139,7084389160.9105215,0.6073,7849516640.57,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
12,2,Litecoin,LTC,litecoin,895,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72569839.3221777,84000000.0,,13,,,,2023-03-27T00:00:00.000Z,93.51691653447831,489895710.054526,-0.748,-0.83274294,2.11257639,10.77458318,2.13334687,4.6430613,32.31126339,6786507606.812593,0.5818,7855420988.9,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
13,5994,Shiba Inu,SHIB,shiba-inu,495,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589543169114352.9,589608956999151.5,,14,,,,2023-03-27T00:00:00.000Z,1.0623137283235017e-05,124797374.12852255,-9.5501,-0.09208364,1.07926006,-3.01007289,-15.3553315,-8.77325647,27.77322488,6262798019.895208,0.5367,6263496893.63,,2023-03-27T00:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-27 00:02:14.832892
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91098357595.5109,91098363774.84929,,15,71659659264.0,4601815763.725235,,2023-03-27T00:00:00.000Z,0.0642176618056719,198816443.57855383,-6.3385,-0.36160541,0.77463201,-3.80764186,-5.36240825,3.86444326,17.71237595,5850123519.120681,0.5015,5850123915.94,,2023-03-27T00:00:00.000Z,,,,,,2023-03-27 00:02:14.832892
0,1,Bitcoin,BTC,bitcoin,10121,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19329131.0,19329131.0,,1,,,,2023-03-27T00:01:00.000Z,27990.388700344247,13861654372.787142,3.8781,-0.17095348,1.84127658,-0.22095211,20.66336981,21.18675767,65.44956755,541029889929.8737,46.3839,587798162707.23,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
1,1027,Ethereum,ETH,ethereum,6639,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-27T00:01:00.000Z,1775.8731341396867,6969281323.319795,5.5198,-0.01365001,1.86749317,-0.6112925,10.41028198,10.25643157,44.68142014,217320461336.99524,18.6301,217320461337.0,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
2,825,Tether,USDT,tether,50191,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79022291662.57704,83091735571.98807,,3,,,,2023-03-27T00:01:00.000Z,1.0009931323303731,21406431380.54796,-4.8647,0.04288714,0.01081928,-0.18357278,0.09135736,0.081591,0.10022903,79100771255.24731,6.7815,83174256660.97,,2023-03-27T00:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-27 00:03:15.693954
3,1839,BNB,BNB,bnb,1231,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157889545.9579814,159979963.59042934,,4,,,,2023-03-27T00:01:00.000Z,328.8781966341097,363163257.44280505,-17.2028,-0.02535022,1.92563123,-2.5430171,8.81173867,7.09088915,34.60449361,51926429142.039314,4.451,52613921923.21,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
4,3408,USD Coin,USDC,usd-coin,11164,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33883082551.477314,33883082551.477314,,5,,,,2023-03-27T00:01:00.000Z,1.000054816095537,3302396624.692123,-8.9496,0.02526813,0.03400435,0.03545867,-0.00483552,-0.00410583,-0.01197685,33884939889.76754,2.9048,33884939889.77,,2023-03-27T00:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-27 00:03:15.693954
5,52,XRP,XRP,xrp,908,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-27T00:01:00.000Z,0.44905705471318086,1087309123.897054,-40.6191,-0.3697373,1.07070275,15.69996607,18.60882785,7.61629764,22.69889359,22879866903.825607,1.9612,44905705471.32,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
6,2010,Cardano,ADA,cardano,746,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34731014773.558,35626240479.45,,7,,,,2023-03-27T00:01:00.000Z,0.3563128461351491,218968679.73829284,3.7228,-0.12158256,1.24231564,2.9402809,-2.61895804,-4.57590182,34.30380352,12375106723.12836,1.061,16034078076.08,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
7,3890,Polygon,MATIC,polygon,634,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9080469069.28493,10000000000.0,,8,,,,2023-03-27T00:01:00.000Z,1.1058233202275842,272693785.7015981,-12.5574,-0.26384253,2.45028535,-5.44751864,-12.63789946,11.40640815,35.71730513,10041394455.420542,0.8608,11058233202.28,,2023-03-27T00:01:00.000Z,,,,,,2023-03-27 00:03:15.693954
